person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
23,48769,0,6400,8.32,0.13,3,640,0
24,44293,0,12000,8.88,0.27,4,622,1
26,97129,4,7000,7.51,0.07,2,597,0
25,44335,2,12000,5.79,0.27,3,631,1
22,44214,1,12000,11.49,0.27,2,594,1
23,96761,4,11000,12.73,0.11,3,601,0
23,96763,0,25000,10.25,0.26,4,675,0
25,76495,4,8825,15.7,0.12,3,689,1
21,44963,0,12000,11.49,0.27,4,616,1
25,38284,2,12000,13.79,0.31,4,592,1
24,96990,3,18000,10.62,0.19,2,625,0
23,96688,0,12000,13.48,0.12,4,624,0
24,97163,4,12000,13.48,0.12,4,663,0
22,97150,0,10000,7.14,0.1,4,611,0
23,97009,0,15000,9.88,0.15,4,668,0
26,97189,4,15000,16.07,0.15,2,690,0
26,96945,4,25000,11.01,0.26,3,646,0
25,97177,2,12000,7.88,0.12,3,651,0
26,76432,4,24250,11.01,0.32,2,586,1
22,38690,0,12000,10.99,0.31,2,578,1
22,97116,2,5000,11.36,0.05,3,555,0
25,97060,5,8500,7.51,0.09,2,634,0
23,96853,2,25000,11.01,0.26,4,673,0
24,96787,2,25000,11.01,0.26,2,638,0
22,45919,0,12000,10.62,0.26,2,661,1
26,97644,3,25000,10.62,0.26,4,689,0
22,97236,0,5000,7.14,0.05,2,578,0
21,39261,0,12000,11.01,0.31,2,620,1
26,96986,2,5000,14.96,0.05,3,637,0
23,97200,0,20000,14.96,0.21,3,515,0
23,46796,2,12000,11.71,0.26,2,706,1
22,76438,0,12000,16.35,0.16,2,609,1
23,97109,5,6000,19.13,0.06,4,601,0
22,89685,0,10000,11.83,0.11,3,635,1
21,46298,0,12000,10.37,0.26,4,659,1
26,46904,3,12000,11.01,0.26,4,697,1
24,46467,5,12000,13.23,0.26,3,659,1
23,97155,0,10000,7.74,0.1,3,652,0
24,46456,1,12000,11.89,0.26,3,583,1
22,96956,0,6000,7.4,0.06,3,655,0
24,46559,3,12000,11.34,0.26,3,632,1
25,96968,1,6000,7.74,0.06,4,653,0
24,46451,0,12000,6.17,0.26,3,567,1
25,96842,7,25000,15.31,0.26,2,671,0
24,97031,2,6000,8.59,0.06,4,616,0
25,97293,2,25000,11.48,0.26,4,652,0
22,46631,0,12000,10.75,0.26,3,661,1
25,39131,5,12000,14.96,0.31,3,670,1
22,97260,2,2000,11.01,0.02,4,663,0
24,96917,0,5500,8.94,0.06,2,624,0
26,96785,4,15000,12.53,0.15,3,629,0
25,47093,0,12000,11.71,0.25,2,515,1
23,96734,4,8500,11.14,0.09,2,634,0
23,90001,1,25000,12.18,0.28,2,630,1
26,46850,4,12000,8.9,0.26,4,619,1
26,96962,4,7000,13.22,0.07,2,664,0
25,97171,2,22000,11.48,0.23,3,655,0
25,48741,1,12000,8.94,0.25,3,564,0
26,46564,4,12000,5.99,0.26,2,623,1
25,47369,2,12000,10.38,0.25,4,646,1
22,97111,0,15000,11.48,0.15,3,635,0
23,47733,4,12000,10.99,0.25,4,627,1
22,47987,0,12000,11.11,0.25,3,549,1
26,96804,3,3000,8,0.03,4,597,0
23,48000,0,12000,10.83,0.25,3,535,1
24,48614,4,12000,8.9,0.25,4,704,0
24,49409,3,3000,7.37,0.06,4,625,0
25,48841,1,12000,10.99,0.25,2,607,0
23,97233,2,8000,15.68,0.08,4,576,0
25,48571,1,12000,5.79,0.25,2,668,0
23,97116,2,17000,12.21,0.18,2,521,0
22,89707,0,15000,15.05,0.17,3,600,1
21,48675,0,12000,7.9,0.25,3,579,0
25,48826,3,12000,9.88,0.25,4,621,0
26,89968,4,7500,10.08,0.08,4,637,1
24,97032,2,7500,8.63,0.08,4,680,0
24,49044,0,12000,12.69,0.24,3,676,0
22,96693,0,10000,8.32,0.1,2,653,0
23,49063,0,12000,9.63,0.24,2,558,0
24,96834,1,20000,9.51,0.21,2,535,0
22,89949,0,11200,11.01,0.12,2,662,1
22,89746,2,25000,14.38,0.28,3,702,1
26,49364,5,12000,11.01,0.24,4,587,0
24,48880,4,12000,13.49,0.25,2,611,0
24,97286,1,2425,15.27,0.02,4,606,0
25,97112,0,3600,7.49,0.04,4,653,0
24,97163,3,6000,6.17,0.06,3,618,0
24,89712,1,25000,15.57,0.28,3,617,1
26,48908,6,12000,9.99,0.25,3,629,0
24,97289,4,25000,10.36,0.26,3,622,0
26,48858,5,12000,7.51,0.25,2,516,0
26,96848,6,15000,11.86,0.15,3,635,0
22,48967,0,12000,10.99,0.25,2,646,0
26,49146,3,12000,7.88,0.24,2,522,0
23,97120,0,19000,10.62,0.2,2,652,0
22,49444,0,12000,13.22,0.24,4,622,0
26,97169,3,6000,8,0.06,4,686,0
22,48929,0,12000,11.01,0.25,3,641,0
23,49066,1,12000,12.18,0.24,4,595,0
26,48641,2,12000,11.58,0.25,2,716,0
22,48902,0,12000,11.89,0.25,3,652,0
24,97325,4,6000,8.63,0.06,4,602,0
23,49233,0,12000,9.91,0.24,2,702,0
22,97105,3,27525,10.74,0.28,3,649,0
25,96953,7,11300,10.37,0.12,2,671,0
23,97134,3,30000,9.91,0.31,3,629,0
25,97341,2,4000,5.42,0.04,4,641,0
22,49746,0,12000,14.27,0.24,3,652,0
22,97240,3,7000,7.14,0.07,3,682,0
26,49993,2,12000,11.01,0.24,2,614,0
25,49882,4,12000,11.71,0.24,3,632,0
25,97464,1,1000,5.42,0.01,3,579,0
25,97562,0,25000,17.49,0.26,4,516,0
24,97372,1,12000,5.79,0.12,3,627,0
24,44267,0,12000,9.91,0.27,3,655,1
23,51668,0,12000,13.49,0.23,2,648,0
25,51596,2,12000,7.9,0.23,4,634,0
22,90623,1,5000,8.49,0.06,4,605,1
26,97512,2,24000,17.58,0.25,3,707,0
23,50829,0,12000,10.65,0.24,4,608,0
26,51352,4,12000,8.49,0.23,3,653,0
26,97433,4,11000,12.53,0.11,3,651,0
22,90443,0,7500,13.17,0.08,2,578,1
26,97887,4,9600,11.01,0.1,3,580,0
24,90557,0,20000,17.51,0.22,3,673,1
24,51293,1,12000,7.66,0.23,4,675,0
24,97846,6,16000,13.22,0.16,2,695,0
26,98355,7,9600,7.29,0.1,2,545,0
23,98123,1,5000,11.01,0.05,3,618,0
21,51112,0,12000,13.23,0.23,2,722,0
23,98037,0,15000,15.65,0.15,2,589,0
22,98167,0,9100,12.42,0.09,3,664,0
25,51794,4,12000,12.69,0.23,3,592,0
26,97985,6,10750,8.49,0.11,2,631,0
23,51948,0,12000,13.35,0.23,3,560,0
24,52338,3,12000,11.36,0.23,2,609,0
25,52590,0,12000,8.9,0.23,2,599,0
25,52425,1,12000,13.16,0.23,2,642,0
22,90793,3,25000,15.57,0.28,4,630,1
23,98152,1,10000,8.88,0.1,4,673,0
25,98078,2,12000,11.01,0.12,2,641,0
26,97857,5,5000,10.75,0.05,3,659,0
22,98228,0,6600,7.88,0.07,4,716,0
24,53021,4,12000,10.36,0.23,4,522,0
24,98481,1,20000,11.49,0.2,4,645,0
26,53501,4,12000,10.37,0.22,2,644,0
22,47896,3,1000,11.01,0.02,3,682,0
22,98181,0,24000,9.88,0.24,2,540,0
25,53870,0,12000,16.45,0.22,4,581,0
22,53780,0,12000,13.24,0.22,2,708,0
23,54429,2,12000,14.79,0.22,4,648,0
22,97925,1,10000,15.31,0.1,3,586,0
22,54192,0,12000,13.11,0.22,2,681,0
24,98222,2,15000,12.18,0.15,4,541,0
25,97944,0,5200,10.95,0.05,2,562,0
21,98164,0,8400,12.53,0.09,3,620,0
24,98467,0,3200,11.01,0.03,2,604,0
23,54975,2,12000,12.69,0.22,4,636,0
23,98769,0,15000,10.25,0.15,4,625,0
25,47896,1,4400,14.84,0.09,2,629,0
22,54901,0,12000,6.62,0.22,2,594,0
26,98509,6,9100,10.95,0.09,4,588,0
26,98855,5,6000,7.9,0.06,4,702,0
25,47785,3,3600,11.86,0.08,2,691,0
25,47758,1,8500,14.35,0.18,3,666,0
22,98524,1,8500,11.01,0.09,2,582,0
23,98727,1,15000,10,0.15,4,666,0
22,98460,2,7575,6.54,0.08,3,674,0
22,98523,0,20000,6.54,0.2,2,572,0
23,47903,0,3000,10.62,0.06,2,688,0
23,98891,0,2400,6.92,0.02,4,580,0
26,98906,1,7200,11.99,0.07,3,638,0
23,99466,0,9000,7.49,0.09,4,632,0
21,98969,0,14400,6.92,0.15,4,621,0
25,98944,6,13000,13.23,0.13,4,611,0
22,98771,0,1300,6.39,0.01,3,624,0
24,55019,1,12000,10.99,0.22,3,569,0
25,98825,0,20000,12.18,0.2,2,644,0
23,54889,0,12000,5.79,0.22,3,571,0
25,54981,3,12000,7.66,0.22,4,606,0
22,99107,1,2500,6.39,0.03,2,624,0
25,55226,2,12000,9.62,0.22,3,618,0
23,55276,3,12000,11.83,0.22,4,703,0
22,99315,3,7000,14.72,0.07,4,630,0
24,99449,1,14000,7.88,0.14,3,639,0
21,54968,1,12000,11.97,0.22,3,657,0
26,99485,3,7000,12.42,0.07,3,669,0
24,99407,1,25000,15.27,0.25,3,690,0
21,55136,0,12000,11.49,0.22,3,641,0
24,55510,0,12000,7.51,0.22,4,566,0
25,55779,3,12000,13.23,0.22,4,645,0
21,48649,0,12000,16.07,0.25,2,654,1
26,55928,1,12000,14.84,0.21,3,673,0
26,56234,7,12000,10.39,0.21,3,545,0
26,99475,1,1000,14.27,0.01,2,648,0
26,99311,4,19075,7.9,0.19,2,677,0
23,99265,0,5000,16.77,0.05,3,669,0
24,56299,0,12000,15.68,0.21,3,624,0
24,99003,2,5325,11.01,0.05,3,682,0
22,55838,0,12000,11.71,0.21,3,678,0
25,56030,5,12000,5.42,0.21,3,623,0
26,99578,3,3200,5.99,0.03,3,676,0
23,99594,3,9000,11.01,0.09,2,604,0
22,56074,0,12000,12.68,0.21,3,668,0
22,55974,2,12000,12.84,0.21,3,680,0
24,98872,5,3500,11.01,0.04,4,646,0
21,56871,0,12000,15.21,0.21,3,647,0
25,99464,4,15000,10.37,0.15,2,651,0
25,57277,1,12000,15.96,0.21,2,640,0
23,99423,0,9600,10,0.1,2,561,0
22,57059,0,12000,6.03,0.21,3,612,0
25,57302,1,12000,10.37,0.21,2,604,0
23,99471,0,14400,11.01,0.14,2,666,0
22,99451,1,10750,9.25,0.11,2,620,0
24,99210,4,8000,5.79,0.08,3,676,0
24,98922,0,20000,6.54,0.2,4,676,0
25,50584,4,12000,10,0.24,3,628,1
23,92206,2,6000,11.49,0.07,2,551,1
26,46972,2,7000,12.69,0.15,2,689,0
23,58457,0,12000,12.69,0.21,4,702,0
23,58374,4,12000,6.03,0.21,2,561,0
24,99513,5,6000,6.76,0.06,3,618,0
24,58693,0,12000,16.77,0.2,3,580,0
25,58338,2,12000,13.49,0.21,2,638,0
22,99633,0,20000,9.88,0.2,4,652,0
22,51300,0,12000,15.65,0.23,3,680,1
22,99215,0,10000,12.87,0.1,2,647,0
26,99490,0,20000,13.57,0.2,2,586,0
22,99316,0,6000,11.01,0.06,2,690,0
26,92110,3,7200,16.35,0.08,2,582,1
24,99084,3,14700,9.63,0.15,3,662,0
26,58910,1,12000,11.66,0.2,3,645,0
26,99059,5,4500,15.05,0.05,4,705,0
26,99424,3,5000,13.47,0.05,2,562,0
21,99434,2,11000,11.01,0.11,3,692,0
22,99482,0,8300,11.46,0.08,3,596,0
25,98818,2,10000,14.93,0.1,3,522,0
25,99434,4,7500,12.72,0.08,4,645,0
24,99445,5,7500,8.32,0.08,3,676,0
25,58656,0,12000,13.85,0.2,4,586,0
24,92425,0,7000,12.92,0.08,3,673,1
26,72823,3,12000,10.65,0.16,3,621,0
21,72770,2,12000,7.51,0.16,3,621,0
23,66228,0,12000,12.42,0.18,2,599,1
25,92645,1,9750,14.27,0.11,3,694,1
23,73152,0,12000,12.69,0.16,2,669,0
26,99790,3,18600,6.99,0.19,2,612,0
23,73080,0,12000,6.03,0.16,3,709,0
25,65569,2,12000,16.77,0.18,4,686,1
26,72851,4,12000,6.62,0.16,2,540,0
25,72949,3,12000,7.9,0.16,2,597,0
23,99919,0,5000,8.49,0.05,4,676,0
24,100082,6,10000,5.79,0.1,4,660,0
23,78868,0,16000,14.35,0.2,3,676,1
24,73119,4,12000,8.9,0.16,4,594,0
24,72970,4,12000,9.99,0.16,4,658,0
24,72962,2,12000,10.99,0.16,4,636,0
22,100079,0,14400,9.32,0.14,3,640,0
22,73088,0,12000,10.37,0.16,3,617,0
24,73134,4,12000,10.36,0.16,3,664,0
26,72736,6,12000,11.01,0.16,3,682,0
23,65602,0,12000,12.98,0.18,3,625,1
23,72836,0,12000,11.01,0.16,3,601,0
25,73166,1,12000,5.42,0.16,3,570,0
24,100472,4,20000,11.01,0.2,4,672,0
25,100282,3,4800,6.17,0.05,3,720,0
25,72953,3,12000,11.86,0.16,4,659,0
24,100290,0,12500,11.01,0.12,3,588,0
23,72904,0,12000,7.88,0.16,2,605,0
22,72956,2,12000,10.99,0.16,2,616,0
26,73205,4,12000,10.62,0.16,4,615,0
22,100640,1,5500,11.99,0.05,4,685,0
26,72861,4,12000,12.87,0.16,4,614,0
25,73218,5,12000,14.26,0.16,4,641,0
21,100893,0,14000,8.49,0.14,2,632,0
24,100469,1,5775,9.99,0.06,4,617,0
24,73169,3,12000,9.63,0.16,2,604,0
25,73178,3,12000,12.21,0.16,3,620,0
24,72865,0,12000,12.21,0.16,2,586,0
25,100598,2,13000,10.99,0.13,2,656,0
24,100743,1,10400,5.79,0.1,3,589,0
23,46827,0,8400,13.8,0.18,2,685,0
23,101003,0,20000,14.54,0.2,4,587,0
23,100583,0,10000,7.66,0.1,4,579,0
22,73198,2,12000,13.47,0.16,3,651,0
26,100786,6,25000,11.01,0.25,3,730,0
23,72804,0,12000,9.63,0.16,2,669,0
24,100876,1,15000,6.91,0.15,4,667,0
22,46723,0,4800,9.99,0.1,2,658,0
23,100285,2,1500,11.12,0.01,2,543,0
22,100699,0,25000,15.95,0.25,4,698,0
24,73567,2,12000,16.49,0.16,2,685,0
26,100644,5,25000,10.99,0.25,3,677,0
21,100800,1,7000,12.73,0.07,2,666,0
26,100533,6,17000,10.25,0.17,3,705,0
21,100386,0,8500,8,0.08,4,643,0
24,74165,4,12000,11.01,0.16,3,697,0
25,93449,3,7200,18.53,0.08,3,644,1
26,79616,0,10800,12.21,0.14,3,661,1
25,74178,6,12000,7.29,0.16,3,681,0
23,29158,2,3000,13.23,0.1,2,690,0
23,100841,2,3500,12.61,0.03,2,618,0
22,100356,0,24000,7.88,0.24,2,672,0
24,100755,3,25000,11.01,0.25,2,654,0
25,100512,3,5000,6.76,0.05,4,650,0
22,29843,2,3000,11.01,0.1,4,579,0
24,100339,3,10000,13.49,0.1,3,633,0
24,46702,6,3000,13.35,0.06,2,625,0
23,100990,0,14400,5.42,0.14,3,638,0
23,100927,2,4000,7.49,0.04,4,612,0
22,29670,0,3000,11.01,0.1,4,650,1
26,31045,1,3000,9.32,0.1,4,629,0
23,93822,1,22000,13.23,0.23,2,558,1
21,30938,0,3000,11.49,0.1,3,636,0
22,30959,2,3000,12.69,0.1,3,709,0
25,101353,3,10000,13.11,0.1,3,646,0
25,30732,4,3000,11.12,0.1,4,596,0
22,46713,3,3000,12.92,0.06,3,650,0
26,101191,6,1600,6.76,0.02,3,611,0
26,101106,0,6500,8.59,0.06,2,620,0
26,101497,6,13600,7.66,0.13,3,592,0
22,101644,1,7500,13.11,0.07,4,631,0
24,30971,3,3000,10.95,0.1,2,657,0
24,31276,0,3000,8.32,0.1,2,575,0
26,101711,5,3000,8.94,0.03,3,634,0
26,30968,4,3000,14.35,0.1,3,622,0
25,102013,2,8500,6.62,0.08,4,641,0
23,101839,0,17500,8.9,0.17,3,500,0
23,101795,5,16000,6.03,0.16,2,573,0
25,102231,5,20000,15.27,0.2,3,672,0
26,101803,2,7500,12.69,0.07,3,697,0
24,32782,5,3000,11.01,0.09,2,538,0
22,101730,3,3900,11.71,0.04,4,645,0
25,32580,4,3000,10.62,0.09,3,659,0
23,33077,1,3000,12.23,0.09,2,587,0
23,101763,0,4200,5.42,0.04,4,642,0
24,33700,4,3000,11.14,0.09,2,628,0
25,101814,5,5000,10.99,0.05,2,705,0
21,34093,0,3000,11.49,0.09,4,658,0
21,101518,0,2500,9.99,0.02,4,616,0
25,101737,3,6500,10.99,0.06,3,490,0
23,101864,4,28000,8.49,0.27,4,616,0
22,34317,0,3000,11.01,0.09,2,676,0
22,34583,1,3000,10.59,0.09,3,543,0
24,34643,6,3000,10.25,0.09,3,646,0
23,34631,1,3000,10.25,0.09,4,634,0
23,101647,0,23000,11.99,0.23,2,677,0
24,102176,2,18000,9.99,0.18,2,700,0
22,101962,4,12000,11.99,0.12,3,672,0
25,35489,0,3000,12.42,0.08,2,684,0
22,101455,1,2825,5.99,0.03,4,569,0
22,102284,0,10000,11.01,0.1,2,701,0
26,101778,6,21000,13.49,0.21,2,576,0
25,35661,3,3000,11.12,0.08,3,573,0
23,101729,0,7000,6.92,0.07,2,578,0
25,35752,0,3000,20,0.08,2,538,1
22,101860,0,7200,5.79,0.07,2,637,0
22,101110,0,23000,12.68,0.23,4,680,0
23,36724,1,3000,12.69,0.08,4,646,1
25,37071,1,3000,11.71,0.08,3,611,0
26,37198,6,3000,13.49,0.08,4,652,0
25,101625,0,4200,9.25,0.04,4,653,0
24,101465,0,8000,7.51,0.08,2,583,0
22,101492,0,8000,7.88,0.08,4,594,0
26,75620,3,12000,12.69,0.16,3,560,0
22,101891,1,10000,10.38,0.1,3,698,0
22,101793,0,10000,7.88,0.1,3,603,0
25,101901,3,6000,10.62,0.06,4,627,0
25,80652,1,1700,6.76,0.02,4,679,1
23,75508,0,12000,5.79,0.16,2,603,0
23,101816,0,25000,10.25,0.25,2,636,0
25,101552,3,15000,7.88,0.15,4,648,0
25,75654,4,12000,14.11,0.16,2,629,0
25,102152,1,8500,11.83,0.08,3,573,0
25,75987,7,12000,7.9,0.16,4,649,0
23,101496,1,25000,12.53,0.25,2,671,0
24,94730,3,15000,11.01,0.16,2,608,1
21,101692,2,10000,12.53,0.1,4,468,0
24,102245,0,20000,11.83,0.2,3,583,0
23,94995,4,8000,12.87,0.08,2,639,1
23,75854,0,12000,7.29,0.16,4,507,0
23,75955,0,12000,6.91,0.16,3,531,0
26,102014,3,3000,9.63,0.03,3,648,0
26,101786,4,2150,13.47,0.02,2,610,0
24,101259,2,25000,11.26,0.25,4,691,0
26,75903,7,12000,12.23,0.16,4,520,0
22,101818,0,7500,8.63,0.07,2,661,0
24,76941,3,12000,10.65,0.16,3,643,0
23,102057,0,20000,12.61,0.2,2,662,0
26,101633,2,4925,9.96,0.05,3,621,0
25,76736,3,12000,14.26,0.16,3,624,0
26,101893,1,9000,6.62,0.09,4,676,0
23,77089,0,12000,11.01,0.16,2,580,0
21,102195,0,12000,8.94,0.12,3,682,0
21,77913,0,12000,13.79,0.15,4,662,0
22,70655,0,12000,11.01,0.17,3,566,1
23,102114,0,10000,7.51,0.1,4,642,0
24,46930,2,5000,12.53,0.11,3,549,0
23,77708,0,12000,13.16,0.15,2,623,0
23,102554,0,3600,6.03,0.04,2,675,0
22,102629,0,6000,11.01,0.06,4,519,0
26,78241,4,12000,11.89,0.15,2,643,0
22,95377,0,7000,7.68,0.07,3,634,1
26,78655,3,12000,10.99,0.15,4,652,0
24,78812,2,12000,7.29,0.15,4,694,0
24,78669,4,12000,8.9,0.15,2,615,0
21,79061,0,12000,11.71,0.15,4,670,0
24,46552,2,1000,10.08,0.02,4,668,0
26,103397,5,1500,12.23,0.01,4,649,0
24,103084,4,8000,15.57,0.08,2,605,0
23,102831,1,14000,11.01,0.14,3,658,0
23,102832,1,16750,14.35,0.16,2,683,0
24,71745,2,12000,15.28,0.17,2,612,1
26,78615,6,12000,11.01,0.15,4,676,0
25,102882,3,3000,11.01,0.03,2,578,0
22,79117,2,12000,11.01,0.15,3,609,0
22,78821,1,12000,8.94,0.15,4,642,0
22,102936,0,15000,11.48,0.15,2,690,0
23,102890,0,10000,10.95,0.1,4,589,0
22,72043,0,12000,17.58,0.17,4,647,1
23,102828,0,5000,10.95,0.05,3,520,0
21,78711,1,12000,14.3,0.15,3,628,0
26,71465,3,12000,11.01,0.17,4,665,1
22,79534,0,12000,13.06,0.15,2,638,0
23,80162,0,12000,14.65,0.15,2,635,0
23,79971,0,12000,11.01,0.15,4,671,0
24,75596,1,5600,14.65,0.07,4,531,1
26,80247,4,12000,11.83,0.15,2,685,0
25,81803,1,12000,13.49,0.15,4,659,0
26,82841,4,12000,7.29,0.14,4,616,0
25,103224,6,12000,14.65,0.12,4,623,0
22,83178,0,12000,15.31,0.14,3,687,0
25,76057,4,12000,16.77,0.16,2,623,1
21,84088,0,12000,7.88,0.14,4,621,0
24,103134,0,15000,7.9,0.15,2,702,0
22,103459,0,20000,13.49,0.19,2,643,0
24,84645,2,12000,10.65,0.14,2,525,0
26,102689,3,24000,8.9,0.23,3,628,0
24,102926,1,7000,12.69,0.07,3,608,0
24,102969,1,10000,6.62,0.1,4,610,0
22,84421,1,12000,7.29,0.14,4,651,0
23,103050,0,14000,16.29,0.14,4,720,0
21,45838,0,6000,11.49,0.13,3,579,0
24,84926,2,12000,10.65,0.14,3,608,0
25,85053,3,12000,8.9,0.14,2,616,0
23,84931,2,12000,7.9,0.14,2,652,0
22,103201,0,15000,6.03,0.15,2,584,0
23,102981,0,11000,14.27,0.11,4,662,0
25,84959,3,12000,11.99,0.14,2,637,0
24,102861,0,10000,11.01,0.1,4,641,0
26,84906,1,12000,5.99,0.14,4,576,0
23,103080,2,3000,6.03,0.03,3,666,0
26,84937,2,12000,6.99,0.14,3,653,0
21,85180,0,12000,6.99,0.14,3,631,0
22,85079,0,12000,7.29,0.14,4,639,0
25,84983,3,12000,10.37,0.14,3,618,0
26,102989,4,7200,8.9,0.07,4,596,0
22,88307,1,6000,13.49,0.07,2,622,1
24,102938,4,25600,12.69,0.25,4,641,0
23,103174,0,14000,6.03,0.14,4,668,0
25,84844,0,12000,12.18,0.14,3,469,0
22,77720,1,12000,12.87,0.15,2,705,1
23,84882,0,12000,11.01,0.14,2,634,0
26,103150,6,12000,14.27,0.12,4,649,0
25,103212,2,5500,13.49,0.05,3,570,0
24,102793,3,35000,11.01,0.34,2,536,0
22,102690,0,12500,11.01,0.12,2,577,0
26,103043,2,12000,6.62,0.12,3,679,0
24,84921,5,12000,11.58,0.14,3,521,0
25,85060,5,12000,13.55,0.14,3,670,0
22,67102,0,12000,11.01,0.18,3,610,1
23,102941,0,24000,7.49,0.23,4,621,0
24,86306,0,12000,6.62,0.14,4,692,0
24,103449,1,10000,12.99,0.1,4,672,0
26,103117,8,4650,13.49,0.05,3,567,0
24,102891,3,7500,13.99,0.07,2,607,0
21,45770,0,7000,8.49,0.15,4,656,0
24,87220,1,12000,13.99,0.14,4,637,0
22,87505,0,12000,12.99,0.14,3,549,0
24,103108,0,12000,5.99,0.12,2,707,0
26,102684,4,11600,5.42,0.11,4,575,0
23,102999,1,10000,10.99,0.1,2,627,0
22,103131,0,10000,5.99,0.1,2,530,0
23,102829,0,21400,13.49,0.21,4,651,0
22,87362,0,12000,10.99,0.14,4,698,0
25,38275,4,4000,17.19,0.1,4,663,1
25,80211,0,12000,16.89,0.15,2,595,1
25,103036,3,2800,7.49,0.03,3,671,0
24,103379,2,27500,11.99,0.27,2,669,0
22,103265,0,10000,13.99,0.1,4,524,0
23,87653,0,12000,9.99,0.14,3,666,0
26,103011,2,11000,11.99,0.11,4,624,0
22,102775,0,4300,11.01,0.04,4,619,0
24,87025,0,12000,7.88,0.14,4,594,0
25,103165,3,24000,10.99,0.23,4,716,0
26,102949,1,4650,8.49,0.05,2,643,0
22,102744,1,12000,11.99,0.12,3,645,0
21,87654,1,12000,5.79,0.14,2,540,0
25,103106,1,16000,10.99,0.16,2,622,0
23,87727,3,12000,10.99,0.14,3,600,0
25,103301,3,1500,13.06,0.01,2,637,0
24,102920,1,10000,10,0.1,4,639,0
23,103117,2,7200,6.92,0.07,4,660,0
25,89071,2,12000,7.49,0.13,3,692,0
24,103102,3,6250,14.91,0.06,2,544,0
25,69722,2,12000,15.31,0.17,4,555,1
26,102909,4,20000,10.37,0.19,2,593,0
25,89980,3,12000,7.88,0.13,3,564,0
23,102792,0,4000,5.79,0.04,3,630,0
24,102886,2,10400,5.79,0.1,4,577,0
24,49322,5,3000,11.01,0.06,4,679,0
22,103205,0,10000,11.01,0.1,2,574,0
25,103029,0,7350,5.79,0.07,4,615,0
24,103199,2,9600,10.37,0.09,4,603,0
23,103277,1,24000,10.74,0.23,2,646,0
26,50111,4,3000,12.42,0.06,3,540,0
25,49953,2,3000,11.01,0.06,3,586,0
26,102790,5,2200,13.43,0.02,3,659,0
23,102913,0,15000,10,0.15,2,565,0
26,88424,3,14400,13.8,0.16,3,641,1
23,102711,4,5000,5.42,0.05,2,642,0
23,50131,3,3000,11.03,0.06,4,678,0
24,102878,0,20000,11.11,0.19,4,663,0
22,103022,2,7000,6.91,0.07,3,658,0
26,88686,3,10000,14.09,0.11,3,663,1
26,103226,0,8000,11.01,0.08,3,583,0
22,103181,1,12800,6.54,0.12,3,648,0
26,50372,1,3000,11.14,0.06,2,629,0
22,51556,1,3000,12.69,0.06,2,645,0
24,88357,0,25000,16.32,0.28,2,650,1
23,102948,4,25000,10.36,0.24,4,594,0
23,51384,0,3000,6.62,0.06,3,564,0
25,103117,5,4000,6.54,0.04,3,660,0
24,102887,0,1000,9.99,0.01,4,543,0
25,102687,1,14000,5.79,0.14,2,631,0
24,102932,1,25000,10.36,0.24,3,561,0
22,44335,2,3000,11.49,0.07,4,650,1
23,102859,2,10000,10.36,0.1,4,606,0
21,45139,2,9250,12.23,0.2,4,661,0
23,103120,3,7000,9.25,0.07,4,703,0
26,103075,3,4000,9.25,0.04,2,704,0
22,102456,0,12000,6.91,0.12,3,648,0
22,102986,2,5000,12.61,0.05,2,656,0
22,51414,4,3000,11.49,0.06,2,695,0
22,43941,0,3000,10.37,0.07,3,618,1
24,102530,1,22000,6.54,0.21,4,610,0
23,45324,2,1125,5.79,0.02,3,668,0
25,103283,3,5000,6.17,0.05,2,648,0
23,103428,0,9600,13.61,0.09,3,674,0
21,45127,0,7200,13.61,0.16,4,568,0
23,44245,1,3000,11.01,0.07,4,585,1
25,75581,3,5400,15.21,0.07,3,653,1
24,102948,0,12000,7.88,0.12,3,679,0
22,102991,4,6000,7.88,0.06,2,641,0
23,103444,1,25000,10.75,0.24,4,681,0
24,103222,0,8000,11.01,0.08,4,638,0
25,45674,4,9000,10.25,0.2,3,610,0
24,103118,1,2500,10.38,0.02,4,632,0
23,102960,2,5000,14.35,0.05,2,673,0
25,102691,2,2000,11.01,0.02,2,639,0
23,51379,0,3000,17.93,0.06,2,497,0
24,51377,2,3000,12.73,0.06,4,674,0
24,103227,3,7750,11.12,0.08,4,607,0
25,102942,1,4000,7.88,0.04,2,688,0
24,103112,2,12000,7.51,0.12,4,670,0
26,51456,6,3000,11.83,0.06,2,666,0
25,102960,5,9600,13.85,0.09,4,713,0
23,103435,0,4000,6.76,0.04,4,582,0
26,103040,5,15000,12.73,0.15,4,480,0
23,102800,5,20000,11.01,0.19,4,656,0
25,102958,4,18000,9.88,0.17,3,649,0
24,102994,2,7500,11.01,0.07,2,655,0
23,102776,0,8000,7.14,0.08,2,649,0
26,103045,1,15000,7.88,0.15,4,620,0
26,102675,5,6000,9.88,0.06,3,654,0
21,102766,0,25000,10.99,0.24,2,690,0
23,44285,0,3000,12.29,0.07,2,672,1
22,51757,0,3000,13.48,0.06,2,678,0
23,102877,3,15000,15.33,0.15,2,574,0
25,52048,1,3000,10.71,0.06,2,712,0
24,45012,3,3000,15.33,0.07,3,590,1
